file_id,dataset,class,original_filename,original_path,processed_path,original_sample_rate,target_sample_rate,original_duration,processed_duration,duration_category,status,processed,snr_estimate_db,dynamic_range_db,zero_crossing_rate,uuid,timestamp,version,gender,age_months,class_code,class_from_filename,participant_id,session_number,recording_number,sample_id,filename_base,suffix,is_child_indicated,has_condition_indicator,feature_extraction_success,audio_length_seconds,rms_mean,rms_std,zcr_mean,zcr_std,amplitude_modulation_depth,autocorr_peak_value,autocorr_peak_lag,temporal_centroid,silence_ratio,burst_density,amplitude_mean,amplitude_std,amplitude_skewness,amplitude_kurtosis,dynamic_range,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_rolloff_mean,spectral_flatness_mean,spectral_flux_mean,spectral_slope_mean,spectral_skewness_mean,spectral_kurtosis_mean,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,f0_mean,f0_std,harmonicity,pitch_strength,loudness_mean,loudness_std,sharpness_mean,roughness,spectral_irregularity,tonality_coefficient,fluctuation_strength,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spectral_contrast_sub_band,spectral_contrast_band_1,spectral_contrast_band_2,spectral_contrast_band_3,spectral_contrast_band_4,spectral_contrast_band_5,spectral_contrast_band_6,jitter,f0_range,f0_contour_slope,shimmer,f1_mean,f2_mean,f3_mean,vocal_effort
donateacry_hungry_0001,DonateACry,hungry,02ead89b-aa02-453e-8b83-6ebde9fe7551-1430233132879-1.7-m-26-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\donateacry\hungry\02ead89b-aa02-453e-8b83-6ebde9fe7551-1430233132879-1.7-m-26-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\preprocessed_audio\donateacry\donateacry_hungry_0001.wav,8000,16000,6.9,6.9,medium,Success,TRUE,19.25,35.03,0.1519,02ead89b-aa02-453e-8b83-6ebde9fe7551,1.43023E+12,1.7,male,26,hu,hungry,,,,,,,,,TRUE,6.9,0.020719625,0.043465614,0.083114059,0.040622241,2.09779926,0.320577681,0.001125,0.008537516,0.060185185,1.304347826,0.014173431,0.048193756,-1.450264097,62.85097004,0.8000183,1071.596518,401.2881919,926.2186619,2148.256655,0.041557215,755.7794,-0.000100094,5.640060049,48.57467852,-367.21652,87.692696,124.593994,39.294342,-31.149332,38.393684,19.364946,14.129793,-3.7653315,13.032759,-23.407665,17.598057,9.316545,11.485841,-8.061495,10.041767,-7.4456744,6.346101,-1.6604631,6.524042,-14.040279,7.468126,-3.465366,5.038864,-5.782317,5.8646345,251.71681,192.7249,0.012733123,1.1247253,-47.00218,30.484035,0.2629476,0.012388853,0.403726311,0.958442785,2.264286728,0.48762947,0.504885,0.44975698,0.450235,0.5116641,0.547225,0.47641042,0.39020637,0.41777226,0.4508189,0.62941897,0.6528013,24.25943884,12.41482066,14.32727603,15.71176011,15.33712709,33.39945257,13.800907,0.435225309,624.7177699,0.254135747,2.007723302,0,0,0,1.139870959
donateacry_hungry_0002,DonateACry,hungry,035c6b30-a145-42b9-8d0f-445cd9003d2c-1435948197257-1.7-m-04-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\donateacry\hungry\035c6b30-a145-42b9-8d0f-445cd9003d2c-1435948197257-1.7-m-04-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\preprocessed_audio\donateacry\donateacry_hungry_0002.wav,8000,16000,6.96,6.96,medium,Success,TRUE,6.36,20.07,0.3847,035c6b30-a145-42b9-8d0f-445cd9003d2c,1.43595E+12,1.7,male,4,hu,hungry,,,,,,,,,TRUE,6.96,0.10054623,0.05963082,0.203678236,0.061738876,0.593068647,0.294373453,0.0006875,0.007599558,0.013761468,1.867816092,0.079199344,0.11707335,0.008351426,2.374479398,0.8000183,1814.102278,321.3219621,870.2713936,2856.830562,0.000260768,4151.2446,-0.000340559,6.846466973,77.780504,-237.48172,75.28011,121.96546,22.198973,-135.72722,45.23258,37.887165,19.432205,-14.02673,11.564243,-37.496975,12.046706,25.536491,9.984055,-33.22756,14.648829,-6.7396717,11.101106,8.856562,7.8655314,-22.124687,9.589597,8.997057,12.246877,1.3768414,8.21464,487.0383,121.94537,0.13085666,3.7853997,-23.531017,11.542896,0.5686065,0.018153872,0.420453221,0.999739232,0.643627943,0.27134377,0.29396886,0.21933913,0.19684507,0.29947215,0.394837,0.35348,0.3539298,0.31919554,0.28386226,0.18365532,0.1909193,17.84606639,13.02867414,20.55340874,21.88519366,19.63540357,45.91956035,13.44558542,0.171197048,658.4517068,0.007430347,0.450042085,0,0,0,2.281601332
donateacry_hungry_0003,DonateACry,hungry,03abcb8f-400a-47d8-ad82-7e4586cc06be-1431864192133-1.7-f-48-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\donateacry\hungry\03abcb8f-400a-47d8-ad82-7e4586cc06be-1431864192133-1.7-f-48-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\preprocessed_audio\donateacry\donateacry_hungry_0003.wav,8000,16000,6.98,6.98,medium,Success,TRUE,8.69,16.24,0.2274,03abcb8f-400a-47d8-ad82-7e4586cc06be,1.43186E+12,1.7,female,48,hu,hungry,,,,,,,,,TRUE,6.98,0.13563251,0.098108545,0.120587632,0.075156673,0.723340896,0.656993449,0.0010625,0.007612672,0.073059361,1.575931232,0.11200385,0.16777822,0.02290782,2.786574902,0.7999878,1207.156377,537.5726269,824.2253692,2137.485731,7.07E-05,8312.674,-0.000434864,10.27717717,162.8979385,-206.74872,92.18151,137.96841,44.402393,-59.587154,41.70065,21.246117,21.746132,-18.007393,16.166515,-18.36279,9.94368,28.546154,17.500814,-11.118509,11.263963,-3.9923968,10.147845,-5.745088,8.903273,-18.299686,10.932308,4.3519607,13.935376,-9.029806,11.522784,471.176,193.59653,0.23458919,7.671981,-23.76626,19.03687,0.29683912,0.028732395,0.458419855,0.999929327,0.77019904,0.21443024,0.20983806,0.21778445,0.21472652,0.22150317,0.20069018,0.31521836,0.31409284,0.33777943,0.3973347,0.404221,0.31298822,27.81020077,14.53984165,20.03125754,24.13366715,19.76760143,44.08495196,13.79963752,0.340085923,524.5331941,-0.038872792,1.799462732,0,0,0,1.353592586
donateacry_hungry_0004,DonateACry,hungry,045C5483-69E1-4BEC-B1D8-9286D174B9B2-1430102996-1.0-m-04-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\donateacry\hungry\045C5483-69E1-4BEC-B1D8-9286D174B9B2-1430102996-1.0-m-04-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\preprocessed_audio\donateacry\donateacry_hungry_0004.wav,8000,16000,7,7,medium,Success,TRUE,10.59,16.41,0.1556,045C5483-69E1-4BEC-B1D8-9286D174B9B2,1430102996,1,male,4,hu,hungry,,,,,,,,,TRUE,7,0.13989034,0.14019762,0.08059985,0.032118211,1.002196554,0.788996398,0.0021875,0.004311428,0.242009132,1,0.121171445,0.19817373,0.101383675,2.281142361,0.7999878,1042.349322,204.5915607,851.8151544,1971.924943,0.000366859,6769.1675,-0.000261195,12.36321589,214.2593338,-295.61627,73.11551,94.61175,22.400991,-39.290874,33.065113,7.8587174,17.36721,-7.542722,8.534878,-26.46028,18.31063,-10.893357,12.131602,-14.885337,11.3303585,-4.940014,6.669733,-12.246296,6.330001,-10.870516,8.992372,4.4984775,13.534966,-7.5074234,13.832812,394.03525,124.009026,0.76352642,11.6227865,-26.800442,16.961573,0.20993747,0.023323199,0.541336,0.999633141,1.03781069,0.3157211,0.22297321,0.20915386,0.17637473,0.13796452,0.15798631,0.28107154,0.31918415,0.29801688,0.38598594,0.30302137,0.37863863,17.51359003,17.14302254,25.55693771,21.40273075,21.47039742,38.83176821,13.60033178,0.168981786,405.1690871,-0.293254041,0.273969699,0,0,0,0.861595625
donateacry_hungry_0005,DonateACry,hungry,04c3386b-e6bc-4bd0-8456-d46ae21a73fc-1435305829013-1.7-f-26-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\donateacry\hungry\04c3386b-e6bc-4bd0-8456-d46ae21a73fc-1435305829013-1.7-f-26-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\preprocessed_audio\donateacry\donateacry_hungry_0005.wav,8000,16000,6.9,6.9,medium,Success,TRUE,10.9,24.55,0.2353,04c3386b-e6bc-4bd0-8456-d46ae21a73fc,1.43531E+12,1.7,female,26,hu,hungry,,,,,,,,,TRUE,6.9,0.05798852,0.07604836,0.131114818,0.024240874,1.311438164,0.786963284,0.001125,0.002876802,0.125,0.869565217,0.045929708,0.095892556,0.441014001,7.27897648,0.7999878,1322.223394,185.1054639,906.5988593,2351.996528,0.000776002,2159.5254,-0.000165952,6.274541136,65.91145982,-329.74298,73.125725,119.81436,30.635054,-63.355057,42.55588,6.336444,17.43748,-14.569033,11.075807,-21.779837,13.106072,7.9356117,10.377066,-12.469121,10.875301,4.550197,7.6872606,-1.6589087,7.774307,-13.378646,10.24908,5.0508456,5.9402413,-8.3917675,6.8709083,459.85785,202.65459,0.609755196,1.4577839,-36.465984,15.406289,0.28811142,0.012170742,0.46219375,0.999223998,1.349615416,0.32207033,0.2789434,0.28675568,0.30286908,0.372658,0.48628962,0.5422674,0.41211244,0.36618257,0.43247935,0.5879486,0.49689844,18.24287622,12.30912735,18.23279815,19.69229999,19.28156873,38.7376457,13.5128085,0.172810322,521.5212935,0.090154753,0.280452944,0,0,0,1.262053724
donateacry_hungry_0006,DonateACry,hungry,0776b33b-c41a-4a2e-8b9c-f1c184be00c8-1437123838264-1.7-f-26-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\donateacry\hungry\0776b33b-c41a-4a2e-8b9c-f1c184be00c8-1437123838264-1.7-f-26-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\preprocessed_audio\donateacry\donateacry_hungry_0006.wav,8000,16000,6.96,6.96,medium,Success,TRUE,4.59,14.63,0.2621,0776b33b-c41a-4a2e-8b9c-f1c184be00c8,1.43712E+12,1.7,female,26,hu,hungry,,,,,,,,,TRUE,6.96,0.18087135,0.082190566,0.132799061,0.065264583,0.454414503,0.453360856,0.000625,0.006648261,0.041284404,1.724137931,0.14823312,0.19906849,-0.099735613,0.307897829,0.7999878,1287.647566,428.2718215,728.9710102,1956.242833,6.11E-05,11610.47,-0.000653272,8.570874176,109.5703587,-190.69449,87.11098,157.22797,45.727516,-111.53224,47.43305,25.118773,19.141985,-0.66287875,15.741622,-20.31742,15.14598,7.996643,7.6032805,-42.740208,15.021367,-4.4129977,9.071585,1.8418915,10.063119,-30.476128,9.627379,-2.3542206,9.712493,-8.430816,9.427797,375.898,122.90912,0.256461037,14.061319,-18.915943,16.012613,0.21194014,0.017756969,0.444764438,0.999938877,0.474689252,0.24285436,0.18888775,0.19266969,0.25731456,0.24587458,0.38947892,0.47066772,0.31014204,0.29949504,0.25906736,0.22202012,0.23190486,21.83172041,16.02488533,18.55610998,20.71761063,20.593152,45.20184768,13.31555406,0.46783049,720.6948514,-0.043942032,1.108616621,0,0,0,1.87862942
donateacry_hungry_0007,DonateACry,hungry,08E9485B-2772-444B-A636-77E14DD14A8C-1431493441-1.0-m-04-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\donateacry\hungry\08E9485B-2772-444B-A636-77E14DD14A8C-1431493441-1.0-m-04-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\preprocessed_audio\donateacry\donateacry_hungry_0007.wav,8000,16000,7,7,medium,Success,TRUE,14.13,24.12,0.2803,08E9485B-2772-444B-A636-77E14DD14A8C,1431493441,1,male,4,hu,hungry,,,,,,,,,TRUE,7,0.060122557,0.09416785,0.118607752,0.055139456,1.566264901,0.473586857,0.0011875,0.009380857,0.611872146,0.857142857,0.047097575,0.11180895,0.801276648,10.06092386,0.7999878,1376.182585,231.5569612,970.5293315,2384.952911,0.00112499,3595.3262,-0.000166984,10.06654787,162.2561225,-371.2878,125.27988,67.61169,42.981125,-43.5219,50.943134,1.6369646,21.557219,-6.4587793,13.980836,-12.705151,21.39172,8.727105,17.458614,-6.397745,11.667188,-6.70154,10.045344,-5.521616,9.641932,-11.326911,7.5190425,-5.372394,9.237808,-4.595188,7.443596,495.19403,178.99283,0.306634172,4.267037,-42.327564,19.427692,0.34828916,0.01627014,0.456316897,0.998875011,1.62482295,0.3263183,0.34608662,0.30556104,0.3716122,0.3193002,0.41132185,0.40007788,0.39575306,0.36952636,0.37382835,0.37100896,0.29442912,23.88945548,17.56427081,20.52305532,20.51856088,18.88493636,33.94043033,13.70126407,0.097390826,123.8734562,0.038465376,0.423887375,0,0,0,1.656308953
donateacry_hungry_0008,DonateACry,hungry,08E9485B-2772-444B-A636-77E14DD14A8C-1431493453-1.0-m-04-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\donateacry\hungry\08E9485B-2772-444B-A636-77E14DD14A8C-1431493453-1.0-m-04-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\preprocessed_audio\donateacry\donateacry_hungry_0008.wav,8000,16000,7,7,medium,Success,TRUE,22.09,33.17,0.214,08E9485B-2772-444B-A636-77E14DD14A8C,1431493453,1,male,4,hu,hungry,,,,,,,,,TRUE,7,0.022208003,0.065615,0.115089451,0.040164806,2.954565392,0.869038105,0.0011875,0.004247021,0.520547945,0.285714286,0.017521352,0.06931106,0.866667528,33.94880051,0.7999878,1209.930811,231.7141467,952.1844861,2237.585616,0.001560315,1350.6036,-6.20E-05,6.710390954,72.94079329,-403.1824,64.38825,69.35626,27.061766,-14.203743,27.08557,-8.219428,13.556635,-3.0046337,11.877617,-9.723859,13.001226,-9.165583,13.418896,-15.180129,11.918124,-15.359724,8.74002,-14.434586,8.520104,-15.755809,6.884641,-12.9459305,6.701278,-10.315165,6.4429,372.5388,116.22081,0.490808212,0.74562997,-47.637077,11.94715,0.26733723,0.013856954,0.46666685,0.998439685,3.103445238,0.32745236,0.33146772,0.3698194,0.3668817,0.25030923,0.29502717,0.47052908,0.50703156,0.51211905,0.5434798,0.4401921,0.3411771,19.44799918,15.74439253,18.94296885,17.53797083,16.27283427,31.88272695,13.47846276,0.051507001,62.72267092,-0.279323971,0.269199538,0,0,0,0.92286798
donateacry_hungry_0009,DonateACry,hungry,090C15A8-5406-4EA5-97A3-81F6527227C0-1430147515-1.0-m-72-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\donateacry\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147515-1.0-m-72-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\preprocessed_audio\donateacry\donateacry_hungry_0009.wav,8000,16000,7,7,medium,Success,TRUE,11.87,27.18,0.3183,090C15A8-5406-4EA5-97A3-81F6527227C0,1430147515,1,male,72,hu,hungry,,,,,,,,,TRUE,7,0.043262146,0.05286824,0.16268461,0.041624144,1.222043838,0.244456261,0.0006875,0.009993251,0.292237443,1.142857143,0.032053243,0.06835376,0.525747463,13.03281369,0.7999878,1533.172543,254.7863881,940.0840558,2576.412671,0.000841433,1557.4974,-0.000162434,5.219047183,42.86757772,-328.83734,96.736885,108.990456,24.501272,-84.775475,51.66258,25.103422,19.53634,-1.6601337,12.859752,-21.531813,15.447551,0.97072893,15.328617,-26.05994,13.099862,4.078467,9.340881,-4.1083,11.574478,-18.260653,7.4667034,10.011875,11.474923,-9.73749,9.951957,420.87833,158.23906,0.183927919,0.9212922,-37.474075,15.07191,0.38385937,0.016555889,0.43122851,0.999158567,1.339723534,0.37699685,0.39130157,0.34757704,0.41725966,0.3809417,0.4051145,0.4115745,0.4589212,0.46685973,0.4625391,0.39929235,0.40464142,19.89760349,12.804042,16.60996147,17.68204755,18.9752035,40.02439291,13.38764389,0.267248059,602.3456399,-0.537034915,0.277922843,0,0,0,2.112606618
donateacry_hungry_0010,DonateACry,hungry,090C15A8-5406-4EA5-97A3-81F6527227C0-1430147525-1.0-m-72-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\donateacry\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147525-1.0-m-72-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\preprocessed_audio\donateacry\donateacry_hungry_0010.wav,8000,16000,7,7,medium,Success,TRUE,15.97,26.2,0.2933,090C15A8-5406-4EA5-97A3-81F6527227C0,1430147525,1,male,72,hu,hungry,,,,,,,,,TRUE,7,0.046593443,0.087504126,0.152927904,0.035712417,1.878035216,0.615754485,0.000625,0.011625991,0.529680365,0.857142857,0.03803735,0.09972307,0.644172834,12.32468275,0.7999878,1438.857991,230.6974121,927.4042814,2411.244292,0.00123515,2732.6921,-0.000156409,4.850852041,41.65581396,-352.3097,105.5428,89.51873,26.604856,-57.348557,57.461945,6.293037,18.930965,3.6125565,10.153235,-14.377308,12.851502,-9.090422,18.886639,-19.212877,11.826249,3.3021922,8.582727,-4.8170485,10.977224,-15.416987,6.846419,5.642113,11.771705,-6.804714,11.15034,403.14413,170.54726,0.312470703,0.5386403,-42.642727,16.383238,0.31160092,0.010257169,0.447426592,0.99876485,1.913792352,0.42353246,0.5598432,0.41939723,0.39512327,0.4479706,0.4488131,0.4626033,0.5416271,0.5031174,0.47107074,0.4660562,0.49315062,19.2003456,12.35226002,16.30607403,17.3343496,19.69273157,37.01075931,13.39510252,0.309838138,502.708325,0.787628696,0.325757418,0,0,0,2.239682934
donateacry_hungry_0011,DonateACry,hungry,090C15A8-5406-4EA5-97A3-81F6527227C0-1430147533-1.0-m-72-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\donateacry\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147533-1.0-m-72-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\preprocessed_audio\donateacry\donateacry_hungry_0011.wav,8000,16000,7,7,medium,Success,TRUE,16.39,26.7,0.204,090C15A8-5406-4EA5-97A3-81F6527227C0,1430147533,1,male,72,hu,hungry,,,,,,,,,TRUE,7,0.046116475,0.07631858,0.106222353,0.038870903,1.654909156,0.457311749,0.0006875,0.006666183,0.365296804,1,0.03642329,0.08922809,0.108151488,16.55403343,0.7999878,1150.452343,237.1178263,857.484936,1989.155251,0.000713302,2910.2112,-0.000144386,7.710359229,92.76530366,-352.40625,87.814,92.93254,27.990084,-36.055355,49.071495,-7.137757,13.214684,-6.2107534,11.133789,-14.972538,18.708748,-17.593464,15.7882,-29.272484,12.308167,-4.070988,11.55105,-1.8250203,7.1966367,-15.980122,8.058461,-4.2395077,16.091656,-4.65875,11.614473,407.43967,145.09216,0.102901393,1.6196895,-37.88475,14.802163,0.20522848,0.01726076,0.442924661,0.999286698,1.764539191,0.30204606,0.368996,0.330531,0.34457174,0.39732325,0.4448789,0.40558013,0.4118154,0.44821298,0.323397,0.2392705,0.25493822,19.1198482,14.74915186,19.67387725,18.13580473,19.28939466,35.63140906,13.56393138,0.315396141,698.2745476,0.273036602,0.284621964,0,0,0,1.715798991
donateacry_hungry_0012,DonateACry,hungry,090C15A8-5406-4EA5-97A3-81F6527227C0-1430147582-1.0-m-72-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\donateacry\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147582-1.0-m-72-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\preprocessed_audio\donateacry\donateacry_hungry_0012.wav,8000,16000,7,7,medium,Success,TRUE,7.5,17.56,0.1766,090C15A8-5406-4EA5-97A3-81F6527227C0,1430147582,1,male,72,hu,hungry,,,,,,,,,TRUE,7,0.12570517,0.09600396,0.093123484,0.033895867,0.763723233,0.43799305,0.003,0.007274209,0.01826484,1.285714286,0.10611112,0.15826452,0.230369287,1.3972575,0.7999878,1154.056343,202.5512796,870.5425242,2025.042808,9.28E-05,5283.8486,-0.000402262,9.669814724,141.0330944,-220.58109,66.93627,142.36548,26.762503,-78.87484,30.274557,16.80145,16.857824,-15.829108,10.156662,-30.483812,12.1666355,-5.214737,6.833064,-37.78422,11.034977,0.3411771,7.9656534,-1.4246582,11.317592,-22.813414,10.702998,7.1702037,10.376463,-13.839589,9.39678,453.0274,147.88992,0.540386624,11.877725,-22.859049,12.0042095,0.2090654,0.014556724,0.489907196,0.999907237,0.784965078,0.2050237,0.28250068,0.34391287,0.42446318,0.37027967,0.3557474,0.3615427,0.3392022,0.26325426,0.27645454,0.24817348,0.23504591,18.72868522,17.07701659,21.68003602,18.81764512,19.29243159,43.13315755,13.38880519,0.328299761,541.2613781,0.055524208,0.584637874,0,0,0,1.189563145
donateacry_hungry_0013,DonateACry,hungry,0a983cd2-0078-4698-a048-99ac01eb167a-1433917038889-1.7-f-04-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\donateacry\hungry\0a983cd2-0078-4698-a048-99ac01eb167a-1433917038889-1.7-f-04-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\preprocessed_audio\donateacry\donateacry_hungry_0013.wav,8000,16000,6.84,6.84,medium,Success,TRUE,8.92,19.95,0.3204,0a983cd2-0078-4698-a048-99ac01eb167a,1.43392E+12,1.7,female,4,hu,hungry,,,,,,,,,TRUE,6.84,0.09766488,0.05326399,0.175108152,0.081560294,0.545375057,0.564701021,0.0003125,0.006736068,0.046728972,1.754385965,0.07983734,0.11140966,0.267851306,4.79180804,0.7999878,1595.80317,361.0799596,913.4745584,2681.439836,0.000595773,3161.74,-0.000209114,11.51907978,179.6936899,-303.46478,56.841568,112.03466,19.916212,-94.28877,30.141762,17.684916,16.89854,-35.408398,14.7547865,-47.988647,14.175955,21.694916,13.622619,-27.248188,15.209655,-16.284834,12.517268,15.264259,14.682118,-4.5724354,8.143699,9.310767,14.632095,-1.0864837,13.010745,590.8069,81.69183,0.454181131,13.992878,-22.676237,9.443111,0.5088323,0.00894329,0.514597643,0.999404227,0.557240494,0.11962935,0.17267887,0.3397729,0.37348717,0.32610884,0.30473295,0.19037467,0.08986337,0.056358274,0.053995345,0.08623154,0.1608798,15.42751712,12.70603292,27.4208606,25.65590798,26.53300417,43.02491964,13.6066727,0.124707549,612.9818596,0.050227979,0.13013941,0,0,0,1.781209554
donateacry_hungry_0014,DonateACry,hungry,0c8f14a9-6999-485b-97a2-913c1cbf099c-1430760379259-1.7-m-26-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\donateacry\hungry\0c8f14a9-6999-485b-97a2-913c1cbf099c-1430760379259-1.7-m-26-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\preprocessed_audio\donateacry\donateacry_hungry_0014.wav,8000,16000,6.94,6.94,medium,Success,TRUE,15.93,26.97,0.2793,0c8f14a9-6999-485b-97a2-913c1cbf099c,1.43076E+12,1.7,male,26,hu,hungry,,,,,,,,,TRUE,6.94,0.045933608,0.0831675,0.152832031,0.077221988,1.810602395,0.618237853,0.00075,0.006635426,0.470046083,0.720461095,0.035381664,0.09503649,-0.539698702,17.1091328,0.8000183,1531.778764,497.9671733,992.4733021,2668.706797,0.001780564,3113.0862,-0.000140983,7.031516502,91.49160177,-384.5002,117.93498,73.911896,33.901096,-55.208004,70.48576,28.64607,22.490667,3.1315792,16.256119,-15.629177,15.080555,10.485196,17.843174,-17.391638,14.774978,-6.2434835,11.217878,-0.3940703,9.938119,-15.036982,11.4083,-0.40501046,10.047274,-6.7771134,6.6544228,308.73184,179.92496,0.070623658,0.5785433,-43.81495,19.575163,0.4570089,0.015600848,0.42593973,0.998219436,1.892447599,0.36202806,0.353248,0.39993554,0.49241537,0.49903888,0.3790401,0.37969458,0.35085666,0.3380864,0.37370777,0.3902571,0.3641271,21.96805539,14.147198,16.67807069,16.97770774,17.92036577,37.20252837,13.70988435,0.310069615,489.4382311,0.422294418,1.720284069,0,0,0,2.293782208
donateacry_hungry_0015,DonateACry,hungry,0c8f14a9-6999-485b-97a2-913c1cbf099c-1430760394426-1.7-m-26-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\donateacry\hungry\0c8f14a9-6999-485b-97a2-913c1cbf099c-1430760394426-1.7-m-26-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\preprocessed_audio\donateacry\donateacry_hungry_0015.wav,8000,16000,6.96,6.96,medium,Success,TRUE,13.16,24.62,0.2846,0c8f14a9-6999-485b-97a2-913c1cbf099c,1.43076E+12,1.7,male,26,hu,hungry,,,,,,,,,TRUE,6.96,0.06122571,0.08418622,0.153998979,0.081069365,1.375014198,0.536272764,0.001,0.007827199,0.298165138,0.862068966,0.047401994,0.104215935,-0.543834365,10.81055211,0.8000183,1484.766488,560.7338254,973.1474665,2599.591456,0.001790026,3387.6614,-0.000193263,7.306583988,95.35377319,-336.3082,124.56716,84.16865,41.388176,-51.50863,62.91756,28.095188,24.894577,-4.401238,18.52202,-21.18754,18.966347,10.193583,17.372221,-11.686086,15.439996,-3.0992312,12.611532,-8.571595,9.449189,-17.87997,11.552982,2.6499763,13.864694,-8.751037,7.921228,396.874,235.12346,0.440993883,2.0085204,-38.376022,20.577457,0.43654254,0.013586014,0.425800976,0.998209974,1.428552883,0.37051657,0.33814484,0.3694034,0.34238678,0.29971153,0.32008076,0.33644187,0.46473917,0.4534305,0.46221057,0.44964635,0.4506692,21.8894031,16.59212926,19.17640423,17.99358843,18.91151885,39.11739355,14.03357494,0.32827055,644.1176536,-0.151537412,1.608208934,0,0,0,2.05822857
donateacry_hungry_0016,DonateACry,hungry,0D1AD73E-4C5E-45F3-85C4-9A3CB71E8856-1430742197-1.0-m-04-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\donateacry\hungry\0D1AD73E-4C5E-45F3-85C4-9A3CB71E8856-1430742197-1.0-m-04-hu.wav,D:\TarunBali\infant_cry_knowledge_graph\preprocessed_audio\donateacry\donateacry_hungry_0016.wav,8000,16000,7,7,medium,Success,TRUE,7.94,19,0.2172,0D1AD73E-4C5E-45F3-85C4-9A3CB71E8856,1430742197,1,male,4,hu,hungry,,,,,,,,,TRUE,7,0.10947326,0.08178833,0.112759525,0.034845239,0.747107855,0.442463607,0.00125,0.006321669,0.01826484,1.857142857,0.08677249,0.13673058,-0.044084281,2.583411619,0.8000183,1270.00014,226.0028087,844.984842,2137.164669,9.41E-05,4502.431,-0.000330038,9.815018184,140.3137104,-244.95973,73.52859,125.55648,27.540089,-80.56792,34.58857,11.191926,15.458139,-13.351534,12.463113,-36.82828,15.487605,-8.866837,16.081234,-17.42472,9.895335,11.466698,13.517475,-4.8492675,9.2567,-19.756733,10.498982,9.652036,15.461701,-9.64428,13.135258,513.1233,146.99075,0.426250789,8.188351,-24.4335,12.707489,0.2291001,0.02672026,0.489994833,0.999905872,0.823380411,0.26160395,0.19128704,0.24960546,0.2861605,0.2132515,0.21441863,0.20676674,0.22489414,0.28214487,0.3918519,0.2959895,0.22506624,16.95638508,14.52541407,21.80140932,21.46800755,22.86606398,42.71023375,13.45611561,0.236229154,603.5111875,-0.080528368,0.503840864,0,0,0,1.292944499
